"Wert";"Besuchte Spielfelder"
1;316
2;846
3;2481
4;1949
5;5818
6;2855
7;5885
8;4718
9;8543
10;6256
11;8989
12;10522
13;11255
14;17051
15;10465
16;16789
17;17246
18;12401
19;10675
20;10308
21;7813
22;4194
23;3721
24;2415
25;1087
26;163
27;33
28;48
