"Wert";"Besuchte Spielfelder"
1;73
2;144
3;341
4;580
5;908
6;1017
7;1456
8;1660
9;2046
10;1847
11;1999
12;2627
13;3510
14;5218
15;2883
16;3247
17;1831
18;5102
19;2708
20;11328
21;2891
22;3095
23;4328
24;3158
25;2614
26;7112
27;3586
28;3234
29;7752
30;3467
31;4487
32;1662
33;765
34;617
35;204
36;29
37;4
