"Wert";"Besuchte Spielfelder"
1;208
2;508
3;3018
4;3350
5;10271
6;11511
7;9554
8;13684
9;19892
10;12700
11;20135
12;16283
13;25518
14;25571
15;19592
16;17586
17;16387
18;18759
19;14710
20;23628
21;13596
22;12150
23;14344
24;24362
25;37040
26;53682
27;39328
28;41447
29;51556
30;39450
31;48792
32;45174
33;23875
34;10973
35;1792
36;190
