"Wert";"Besuchte Spielfelder"
1;3202
2;5432
3;15231
4;6338
5;7751
6;13076
7;16081
8;32095
9;21038
10;20657
11;28801
12;18032
13;53687
14;114019
15;151220
16;91875
17;79816
18;112444
19;51740
20;23431
21;10584
22;10128
23;12116
24;3640
25;1903
26;659
27;57
28;11
