"Wert";"Besuchte Spielfelder"
1;13637
2;21688
3;55844
4;65769
5;159850
6;161928
7;296556
8;375224
9;197466
10;101906
11;276953
12;105944
13;121856
14;308808
15;443807
16;134260
17;167867
18;88345
19;92703
20;65742
21;34365
22;15513
23;13748
24;27887
25;4481
26;2129
27;452
28;50
29;13
