"Wert";"Besuchte Spielfelder"
1;828
2;1047
3;1470
4;3700
5;1913
6;5670
7;10367
8;9248
9;13246
10;22242
11;11072
12;3213
13;8176
14;7808
15;10284
16;9124
17;9362
18;5852
19;2348
20;1443
21;511
22;1256
23;1240
24;1003
25;227
26;8
