"Wert";"Besuchte Spielfelder"
1;2477
2;7826
3;18641
4;34699
5;14266
6;22799
7;132081
8;155045
9;223298
10;210498
11;146379
12;165004
13;184409
14;149980
15;107829
16;125692
17;116939
18;47014
19;35669
20;39063
21;22505
22;12531
23;14061
24;6216
25;2815
26;2063
27;1039
28;137
29;33
30;4
