"Wert";"Besuchte Spielfelder"
1;214
2;348
3;1142
4;1151
5;3060
6;1263
7;2047
8;1740
9;1752
10;1624
11;1835
12;2691
13;4030
14;5512
15;3832
16;5750
17;3393
18;4256
19;3710
20;4171
21;4711
22;1966
23;760
24;823
25;323
26;142
27;33
28;44
